#,Date ,close ,Return,Sorted Returns,,Replication,Simulated Returns,,Calculation of value at risk - Tata Steel,,,,
,,,,,,,,,,,,,
,,,,,,414,-0.007695252,,,,,,
,,,,,,415,0.046720872,,,,,,
,,,,,,416,-0.006177092,,,,,,
,,,,,,417,-0.030802545,,,,,,
,,,,,,418,-0.020253034,,,,,,
,,,,,,419,-0.012765916,,,,,,
,,,,,,420,-0.002333226,,,,,,
,,,,,,421,0.001344799,,,,,,
,,,,,,422,-0.013780616,,,,,,
,,,,,,423,0.006151725,,,,,,
,,,,,,424,0.001676848,,,,,,
,,,,,,425,0.00202385,,,,,,
,,,,,,426,0.019425235,,,,,,
,,,,,,427,-0.014107872,,,,,,
,,,,,,428,-0.015397334,,,,,,
,,,,,,429,0.016766067,,,,,,
,,,,,,430,-0.01101971,,,,,,
,,,,,,431,-0.015906738,,,,,,
,,,,,,432,-0.019697647,,,,,,
,,,,,,433,0.008337846,,,,,,
,,,,,,434,0.010793552,,,,,,
,,,,,,435,0.001805877,,,,,,
,,,,,,436,-0.008058219,,,,,,
,,,,,,437,0.002364598,,,,,,
,,,,,,438,-0.014337811,,,,,,
,,,,,,439,-0.009504575,,,,,,
,,,,,,440,-0.023155522,,,,,,
,,,,,,441,0.015113166,,,,,,
,,,,,,442,0.020902741,,,,,,
,,,,,,443,-0.05555642,,,,,,
,,,,,,444,-0.017303481,,,,,,
,,,,,,445,-0.01419613,,,,,,
,,,,,,446,0.018681886,,,,,,
,,,,,,447,0.003241523,,,,,,
,,,,,,448,-0.015674854,,,,,,
,,,,,,449,0.001288184,,,,,,
,,,,,,450,-0.013189021,,,,,,
,,,,,,451,0.006054471,,,,,,
,,,,,,452,0.006412459,,,,,,
,,,,,,453,-0.007822136,,,,,,
,,,,,,454,0.01168657,,,,,,
,,,,,,455,0.009396374,,,,,,
,,,,,,456,0.04019746,,,,,,
,,,,,,457,-0.028564079,,,,,,
,,,,,,458,-0.003734956,,,,,,
,,,,,,459,0.001797073,,,,,,
,,,,,,460,-0.002384014,,,,,,
,,,,,,461,-0.002182256,,,,,,
,,,,,,462,0.018975349,,,,,,
,,,,,,463,-0.004327378,,,,,,
,,,,,,464,-0.018057413,,,,,,
,,,,,,465,0.023448523,,,,,,
,,,,,,466,-0.014688209,,,,,,
,,,,,,467,0.024776043,,,,,,
,,,,,,468,0.003207999,,,,,,
,,,,,,469,-0.011115876,,,,,,
,,,,,,470,-0.008269391,,,,,,
,,,,,,471,-0.009048446,,,,,,
,,,,,,472,-0.01713096,,,,,,
,,,,,,473,0.019202296,,,,,,
,,,,,,474,0.002152122,,,,,,
,,,,,,475,0.012822535,,,,,,
,,,,,,476,0.000574782,,,,,,
,,,,,,477,-0.014322972,,,,,,
,,,,,,478,-0.003638338,,,,,,
,,,,,,479,0.030138655,,,,,,
,,,,,,480,0.041201318,,,,,,
,,,,,,481,-0.016623358,,,,,,
,,,,,,482,-0.008915687,,,,,,
,,,,,,483,-0.008031587,,,,,,
,,,,,,484,-0.036208842,,,,,,
,,,,,,485,0.004965365,,,,,,
,,,,,,486,-0.000804056,,,,,,
,,,,,,487,0.000452283,,,,,,
,,,,,,488,0.028312058,,,,,,
,,,,,,489,0.009500422,,,,,,
,,,,,,490,0.000469925,,,,,,
,,,,,,491,0.031374437,,,,,,
,,,,,,492,0.001059813,,,,,,
,,,,,,493,0.000854623,,,,,,
,,,,,,494,-0.01097797,,,,,,
,,,,,,495,-0.021098799,,,,,,
,,,,,,496,-0.011714821,,,,,,
,,,,,,497,-0.017286269,,,,,,
,,,,,,498,-0.011432691,,,,,,
,,,,,,499,-0.005276804,,,,,,
,,,,,,500,-0.003720644,,,,,,
,,,,,,501,-0.001051982,,,,,,
,,,,,,502,-0.042213949,,,,,,
,,,,,,503,0.023116129,,,,,,
,,,,,,504,0.01542411,,,,,,
,,,,,,505,-0.002155055,,,,,,
,,,,,,506,0.00775691,,,,,,
,,,,,,507,-0.030477289,,,,,,
,,,,,,508,0.010996446,,,,,,
,,,,,,509,0.013652458,,,,,,
,,,,,,510,-0.008184354,,,,,,
,,,,,,511,-0.003769844,,,,,,
,,,,,,512,0.014378836,,,,,,
,,,,,,513,-0.000584502,,,,,,
,,,,,,514,0.018704125,,,,,,
,,,,,,515,-0.008334418,,,,,,
,,,,,,516,-0.009402804,,,,,,
,,,,,,517,0.025679683,,,,,,
,,,,,,518,-0.025441649,,,,,,
,,,,,,519,-0.017499186,,,,,,
,,,,,,520,0.012399829,,,,,,
,,,,,,521,0.013543357,,,,,,
,,,,,,522,-0.015174629,,,,,,
,,,,,,523,0.021212593,,,,,,
,,,,,,524,-0.023973024,,,,,,
,,,,,,525,-0.007874841,,,,,,
,,,,,,526,0.002516853,,,,,,
,,,,,,527,-0.019575177,,,,,,
,,,,,,528,-0.008781971,,,,,,
,,,,,,529,-0.005623354,,,,,,
,,,,,,530,0.017723551,,,,,,
,,,,,,531,0.025161121,,,,,,
,,,,,,532,0.004090225,,,,,,
,,,,,,533,0.025734102,,,,,,
,,,,,,534,-0.017033343,,,,,,
,,,,,,535,-0.025641462,,,,,,
,,,,,,536,-0.006478024,,,,,,
,,,,,,537,0.009173249,,,,,,
,,,,,,538,-0.005933854,,,,,,
,,,,,,539,-0.027651525,,,,,,
